Sat, 21 Nov 15 21:47:11 +0000 | get_tweets.php -> __construct | Unable to connect to DB | attempted connection to tweetview
Sun, 22 Nov 15 09:17:40 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x87\xB8\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668357528514912256, tweet_text = "Tbh I hate to hear break news \"Isis\" 🇸🇦their keep talking shit and never stop🚮 remember last year talked about \"Ebola\" , then now Isis 🙄🔥⬛️", created_at = "2015-11-22 09:17:06", geo_lat = 0, geo_long = 0, user_id = 285640795, screen_name = "Oreoilja", name = "Jhenelleڪ", profile_image_url = "http://pbs.twimg.com/profile_images/606226228819853314/E8FPey-H_normal.jpg", is_rt = 0
Sun, 22 Nov 15 09:17:42 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668357535368388609, url="http://www.theheraldng.com/from-michelle-obama-hugging-the-queen-and-lebron-james-sweaty-arm-around-princess-kate-here-are-the-most-famous-breaches-of-royal-protocol/?utm_source=dlvr.it&utm_medium=twitter"
Sun, 22 Nov 15 09:17:44 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668357546009214976, tweet_text = "RT @chenIoves1d: How did obama propose to michelle?\n\nHe got on one knee, pulled out a ring and said \"i dont wanna be obamaself\" 😂😂😂", created_at = "2015-11-22 09:17:11", geo_lat = 0, geo_long = 0, user_id = 2462612546, screen_name = "dennice_depalco", name = "Hannah Styles  ♥", profile_image_url = "http://pbs.twimg.com/profile_images/668353330649825281/CkBH_EBn_normal.jpg", is_rt = 1
Sun, 22 Nov 15 09:17:44 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xA5\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668357546814537730, tweet_text = "RT @giftedteen: 2 white men were just caught entering a school 😥😓😓 school shooters maybe?? 😩😨  https://t.co/TYX0nYilYl", created_at = "2015-11-22 09:17:11", geo_lat = 0, geo_long = 0, user_id = 53081453, screen_name = "anaidraf", name = "fardiana", profile_image_url = "http://pbs.twimg.com/profile_images/639865607416999943/aXDJpyrb_normal.jpg", is_rt = 1
Sun, 22 Nov 15 09:17:48 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668357562861907972, tweet_text = "Wtf did i just watch 😂😂😂😂 https://t.co/3TNa6zL0AA", created_at = "2015-11-22 09:17:15", geo_lat = 0, geo_long = 0, user_id = 3180971785, screen_name = "melendezam56", name = "Future Sailor Ab", profile_image_url = "http://pbs.twimg.com/profile_images/668260887132680196/Wk7xMV4C_normal.jpg", is_rt = 0
Sun, 22 Nov 15 09:17:58 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668357604402446337, url="http://www.dailymail.co.uk/news/article-2799924/mystery-american-journalist-killed-car-crash-turkey-just-days-claimed-intelligence-services-threatened-coverage-siege-kobane.html"
Sun, 22 Nov 15 09:18:00 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668357612652638208, url="http://www.telegraph.co.uk/news/worldnews/asia/malaysia/12004884/Malaysia-under-fire-for-human-rights-clampdown-ahead-of-Barack-Obama-visit.html"
Sun, 22 Nov 15 09:18:03 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668357621749972992, url="http://www.syriahr.com/en/2015/11/the-islamic-state-execute-a-man-and-his-son-on-charges-of-converting-to-shiite-and-displacement-movement-in-the-countryside-of-deir-ezzor-after-intensive-airstrikes/"
Sun, 22 Nov 15 09:18:04 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x92\xA5#t...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668357627064135680, tweet_text = "RT @GaetaSusan: DIA E-Mails↔ISIS Deliberately Armed &amp; Funded By Obama &amp; Clinton✔💥#treason #genocide #evil http://t.co/TTKDY7q9PX http://t.c…", created_at = "2015-11-22 09:17:30", geo_lat = 0, geo_long = 0, user_id = 234578556, screen_name = "Margee11", name = "MDHoskins", profile_image_url = "http://pbs.twimg.com/profile_images/2724792824/25638a8728a94c6e1f25dc95291977b4_normal.jpeg", is_rt = 1
Sun, 22 Nov 15 09:18:25 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668357717824839681, url="https://www.washingtonpost.com/world/national-security/inside-the-islamic-states-propaganda-machine/2015/11/20/051e997a-8ce6-11e5-acff-673ae92ddd2b_story.html"
Sun, 22 Nov 15 09:18:30 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x87\xAB\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668357735780622336, tweet_text = "RT @br_uk: Prior to #ElClasico kick-off at the Bernabeu: respect. 🇫🇷 https://t.co/iq755Fgbpl", created_at = "2015-11-22 09:17:56", geo_lat = 0, geo_long = 0, user_id = 590036817, screen_name = "Elorm_Reloaded", name = "El Clasico", profile_image_url = "http://pbs.twimg.com/profile_images/666878191676583936/nsDrvyWv_normal.jpg", is_rt = 1
Sun, 22 Nov 15 09:18:31 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668357744131469312, url="http://ppr.li/r?trail=contributor%3Dtwitter%3A727447404&url=https%3A%2F%2Fwww.rt.com%2Fnews%2F322792-anonymous-isis-accounts-attacks%2F&urlhash=e00189f&src=paperli.share"
Sun, 22 Nov 15 09:18:32 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668357747923095552, url="https://www.change.org/p/david-cameron-mp-barack-obama-buhari-u-s-senate-u-s-house-of-representatives-release-pro-biafran-activist-nnamdi-kanu-from-nigerian-detention?recruiter=46758630&utm_source=share_petition&utm_medium=twitter&utm_campaign=share_twitter_responsive"
Sun, 22 Nov 15 09:18:33 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668357749403721728, tweet_text = "RT @Spacebound: WHAT DID YALL DO TO OBAMA 😂😂 https://t.co/7YCEXlhrGF", created_at = "2015-11-22 09:17:59", geo_lat = 0, geo_long = 0, user_id = 3377334131, screen_name = "somerhalderpink", name = "lama del rey", profile_image_url = "http://pbs.twimg.com/profile_images/665630009214803968/VJZ9VVyn_normal.jpg", is_rt = 1
Sun, 22 Nov 15 09:18:35 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668357759222620160, tweet_text = "RT @ArrogantCortez: The fact that This Nigga Dead Ass Serious 😂💀😭 Message to Isis 👳🏾💂🏻🔫 https://t.co/VjLxRufBhO", created_at = "2015-11-22 09:18:01", geo_lat = 0, geo_long = 0, user_id = 326448559, screen_name = "unholycam_", name = "Bam☂", profile_image_url = "http://pbs.twimg.com/profile_images/666301868184838144/MC_xfdTz_normal.jpg", is_rt = 1
Sun, 22 Nov 15 09:18:40 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xA5\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668357780777009153, tweet_text = "RT @giftedteen: 2 white men were just caught entering a school 😥😓😓 school shooters maybe?? 😩😨  https://t.co/TYX0nYilYl", created_at = "2015-11-22 09:18:07", geo_lat = 0, geo_long = 0, user_id = 161070768, screen_name = "multifacetedacg", name = "Multifacetedacg", profile_image_url = "http://pbs.twimg.com/profile_images/505206087507644416/Ssc-C42g_normal.png", is_rt = 1
Sun, 22 Nov 15 09:18:42 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xA9' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668357791560704000, tweet_text = "#Brexit \n\n8% of Turks have polled to support ISIS. \nYet Cameron &amp; Co want them with free movement into The UK. Great idea. 😩", created_at = "2015-11-22 09:18:09", geo_lat = 0, geo_long = 0, user_id = 328484372, screen_name = "Fight4UK", name = "Carl #LeaveEU", profile_image_url = "http://pbs.twimg.com/profile_images/667019434209357824/GqT-ZI17_normal.png", is_rt = 0
Sun, 22 Nov 15 09:18:48 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668357816084733952, url="https://www.washingtonpost.com/world/asia_pacific/obama-intel-on-islamic-state-and-iraq-must-not-be-shaded/2015/11/22/741ca010-90f1-11e5-934c-a369c80822c2_story.html"
Sun, 22 Nov 15 09:18:49 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668357820748820480, url="https://www.washingtonpost.com/world/middle_east/obama-us-will-not-relent-in-islamic-state-campaign/2015/11/22/982d12ce-90f0-11e5-934c-a369c80822c2_story.html"
Sun, 22 Nov 15 09:18:50 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x99\x83 h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668357823861030912, tweet_text = "The government🙃 https://t.co/0WGgZhObX6", created_at = "2015-11-22 09:18:17", geo_lat = 0, geo_long = 0, user_id = 3352607170, screen_name = "Iambenedicte", name = "reasonably stubborn", profile_image_url = "http://pbs.twimg.com/profile_images/668258768560459777/_XeJw128_normal.jpg", is_rt = 0
Sun, 22 Nov 15 09:19:05 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668357882476429312, url="http://www.independent.co.uk/news/world/middle-east/isis-in-a-borderless-world-the-days-when-we-could-fight-foreign-wars-and-be-safe-at-home-may-be-long-a6741146.html"
Sun, 22 Nov 15 09:19:07 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668357891875848194, url="http://www.newsmax.com/Newsfront/hackers-anonymouse-isis-attacks/2015/11/21/id/703119/?ns_mail_uid=32342417&ns_mail_job=1644041_11212015&s=al&dkt_nbr=b7ohyedc"
Sun, 22 Nov 15 09:19:08 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668357896103677952, url="http://www.dailymail.co.uk/news/article-3327809/ISIS-s-chilling-new-tactic-Terror-group-tells-British-based-fanatics-stay-hidden-UK-wait-signal-attack.html"
Sun, 22 Nov 15 09:19:12 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xA5\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668357913719775232, tweet_text = "RT @giftedteen: 2 white men were just caught entering a school 😥😓😓 school shooters maybe?? 😩😨  https://t.co/TYX0nYilYl", created_at = "2015-11-22 09:18:38", geo_lat = 0, geo_long = 0, user_id = 277627968, screen_name = "QueensStan", name = "Alaa", profile_image_url = "http://pbs.twimg.com/profile_images/603610376136187904/vuELLlco_normal.jpg", is_rt = 1
Sun, 22 Nov 15 09:19:12 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668357912880771072, url="http://www.dailymail.co.uk/news/article-3325767/The-sun-sets-ISIS-Terror-group-suffers-day-heavy-losses-Russia-s-heavy-bombing-blitz-enters-day.html"
Sun, 22 Nov 15 09:19:14 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xA9' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668357923257585668, tweet_text = "RT @Fight4UK: #Brexit \n\n8% of Turks have polled to support ISIS. \nYet Cameron &amp; Co want them with free movement into The UK. Great idea. 😩", created_at = "2015-11-22 09:18:41", geo_lat = 0, geo_long = 0, user_id = 3159425433, screen_name = "imud1978", name = "Thomas Plunkett", profile_image_url = "http://pbs.twimg.com/profile_images/660899881108795392/bdJ_72kb_normal.jpg", is_rt = 1
Sun, 22 Nov 15 09:19:23 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668357962134523904, url="https://www.washingtonpost.com/world/national-security/inside-the-islamic-states-propaganda-machine/2015/11/20/051e997a-8ce6-11e5-acff-673ae92ddd2b_story.html"
Sun, 22 Nov 15 09:19:24 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668357963040600064, tweet_text = "Lol “@__missTARALYNN: 😂😂 RT @resolve: Obama said \"folks wanna pop off\" im screaming give this man a third term 💀 https://t.co/Je2va01JoB”", created_at = "2015-11-22 09:18:50", geo_lat = 0, geo_long = 0, user_id = 240769317, screen_name = "Harmonyxo_", name = "Harmonyღ", profile_image_url = "http://pbs.twimg.com/profile_images/650521772517916672/b0d44aeb_normal.jpg", is_rt = 0
Sun, 22 Nov 15 09:19:24 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xA9' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668357964328136704, tweet_text = "RT @Fight4UK: #Brexit \n\n8% of Turks have polled to support ISIS. \nYet Cameron &amp; Co want them with free movement into The UK. Great idea. 😩", created_at = "2015-11-22 09:18:50", geo_lat = 0, geo_long = 0, user_id = 3910396813, screen_name = "UKIP_Reborn", name = "UKIP reborn", profile_image_url = "http://pbs.twimg.com/profile_images/668346593389580288/GbajTmmu_normal.jpg", is_rt = 1
Sun, 22 Nov 15 09:19:25 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xA9' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668357968023445504, tweet_text = "RT @Fight4UK: #Brexit \n\n8% of Turks have polled to support ISIS. \nYet Cameron &amp; Co want them with free movement into The UK. Great idea. 😩", created_at = "2015-11-22 09:18:51", geo_lat = 0, geo_long = 0, user_id = 471203774, screen_name = "churchy1978", name = "Rob", profile_image_url = "http://pbs.twimg.com/profile_images/662661078967525376/V0kzTGNg_normal.jpg", is_rt = 1
Sun, 22 Nov 15 09:19:30 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668357988999020544, url="http://www.independent.co.uk/news/world/middle-east/life-as-a-woman-under-isis-document-reveals-for-the-first-time-what-group-really-expects-from-female-10025143.html"
Sun, 22 Nov 15 09:19:31 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668357995269627904, url="http://www.newsmax.com/Newsfront/hackers-anonymouse-isis-attacks/2015/11/21/id/703119/?ns_mail_uid=32342417&ns_mail_job=1644041_11212015&s=al&dkt_nbr=b7ohyedc"
Sun, 22 Nov 15 09:19:32 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668357996943179776, url="http://www.dailymail.co.uk/news/article-3327809/ISIS-s-chilling-new-tactic-Terror-group-tells-British-based-fanatics-stay-hidden-UK-wait-signal-attack.html"
Sun, 22 Nov 15 09:19:37 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x99\x8C\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668358020762615808, tweet_text = "What a game🙌🏼🙊 #ElClasico", created_at = "2015-11-22 09:19:04", geo_lat = 0, geo_long = 0, user_id = 2995720221, screen_name = "Tich_7", name = "Tichh", profile_image_url = "http://pbs.twimg.com/profile_images/667056803499409408/bdiDXFli_normal.jpg", is_rt = 0
Sun, 22 Nov 15 09:19:37 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xB7\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668358017625235460, tweet_text = "RT @Footysays: This was ridiculous play. Ridiculous 😷😷😷 https://t.co/fDXjVrJpcO #FCB #ElClasico", created_at = "2015-11-22 09:19:03", geo_lat = 0, geo_long = 0, user_id = 938822262, screen_name = "ErikvdMost", name = "Erik van der Most", profile_image_url = "http://pbs.twimg.com/profile_images/378800000442284872/ecb6ab8485933cbb4af7718b61cabaa1_normal.jpeg", is_rt = 1
Sun, 22 Nov 15 09:19:54 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668358089381408768, url="http://www.globalresearch.ca/turkey-supports-isis-now-declares-war-against-isis-but-instead-bombs-its-political-rival-which-is-the-most-effective-force-fighting-isis/5466169"
Sun, 22 Nov 15 09:19:54 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668358088387375106, url="http://shoebat.com/2015/11/21/why-did-the-obama-regime-order-the-u-s-military-to-warn-isis-fuel-truck-drivers-in-syria-to-scatter-before-we-started-bombing-their-trucks/"
Sun, 22 Nov 15 09:19:56 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668358096536866816, url="http://www.independent.co.uk/news/world/middle-east/isis-in-a-borderless-world-the-days-when-we-could-fight-foreign-wars-and-be-safe-at-home-may-be-long-a6741146.html"
Sun, 22 Nov 15 09:20:00 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668358114161401856, tweet_text = "RT @ArrogantCortez: The fact that This Nigga Dead Ass Serious 😂💀😭 Message to Isis 👳🏾💂🏻🔫 https://t.co/VjLxRufBhO", created_at = "2015-11-22 09:19:26", geo_lat = 0, geo_long = 0, user_id = 460771287, screen_name = "Bitch_Wheeeeet", name = "Queen T ❣", profile_image_url = "http://pbs.twimg.com/profile_images/667878926094606336/B4Cu23uH_normal.jpg", is_rt = 1
Sun, 22 Nov 15 09:20:01 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668358118309515264, url="http://www.theblaze.com/stories/2015/11/19/texas-senator-brings-attention-to-journalists-utterly-frightening-claim-allegedly-from-inside-obama-administration/?utm_source=twitter&utm_medium=story&utm_campaign=ShareButtons"
Sun, 22 Nov 15 09:20:03 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xA5\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668358129227313152, tweet_text = "RT @giftedteen: 2 white men were just caught entering a school 😥😓😓 school shooters maybe?? 😩😨  https://t.co/TYX0nYilYl", created_at = "2015-11-22 09:19:30", geo_lat = 0, geo_long = 0, user_id = 2988785620, screen_name = "blurryjishwas", name = "mari |-/", profile_image_url = "http://pbs.twimg.com/profile_images/667882935245217792/IeIZfO9W_normal.jpg", is_rt = 1
